Time,REF,S01,S02,S03,S04,S05,S06,S07,S08,S09,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,dT_REF,dT_S01,dT_S02,dT_S03,dT_S04,dT_S05,dT_S06,dT_S07,dT_S08,dT_S09,dT_S10,dT_S11,dT_S12,dT_S13,dT_S14,dT_S15,dT_S16,dT_S17,dT_S18,dT_S19
2026-04-27 20:13:51.020,29.7275323,29.7720867,29.7322504,29.6276156,29.8582057,29.8592248,29.6740471,29.7312861,29.8017007,29.6640226,29.7954284,29.6247942,29.6577571,29.7207979,29.7627064,29.5659028,29.5378515,29.7593881,29.5751159,29.5145525,0.0,0.0445543999999991,0.0047181000000016,-0.0999167000000014,0.1306733999999991,0.1316924999999997,-0.0534852000000007,0.0037537999999983,0.0741684000000013,-0.0635097000000008,0.0678960999999986,-0.1027380999999998,-0.0697751999999987,-0.0067343999999991,0.0351740999999989,-0.1616295000000001,-0.1896808000000014,0.0318557999999988,-0.1524163999999999,-0.2129797999999994
2026-04-27 20:14:51.020,29.7359393,29.7736397,29.7063833,29.6426686,29.8459335,29.8598696,29.6763428,29.7192554,29.8000651,29.6706202,29.8007629,29.6487455,29.6823079,29.7169311,29.7520576,29.5737167,29.5504517,29.7662277,29.584732,29.524657,0.0,0.037700400000002,-0.0295559999999994,-0.0932706999999979,0.1099942000000027,0.1239303000000013,-0.0595964999999978,-0.0166838999999967,0.0641258000000029,-0.0653190999999999,0.0648236000000004,-0.0871937999999978,-0.0536313999999968,-0.0190081999999982,0.0161183000000022,-0.1622225999999997,-0.1854875999999983,0.0302884000000034,-0.1512072999999993,-0.211282299999997
2026-04-27 20:15:51.020,29.7168297,29.7580909,29.7419598,29.6828258,29.833934,29.8424779,29.667293,29.7036593,29.7842625,29.680339,29.7935877,29.6178722,29.6661608,29.7195992,29.7416781,29.563352,29.531499,29.7495774,29.5627486,29.5160056,0.0,0.0412611999999974,0.0251300999999983,-0.0340039000000018,0.1171042999999976,0.125648199999997,-0.0495367000000008,-0.0131703999999999,0.0674327999999988,-0.0364907000000016,0.0767579999999981,-0.0989575000000009,-0.0506689000000015,0.0027694999999994,0.0248483999999997,-0.1534777000000033,-0.1853307000000015,0.032747699999998,-0.1540811000000026,-0.2008241000000019
2026-04-27 20:16:51.020,29.7436239,29.7837138,29.712962,29.6527516,29.850012,29.8630766,29.6751268,29.7291127,29.8061819,29.6768357,29.8158619,29.6457554,29.6757136,29.729206,29.7413388,29.5540015,29.5376939,29.7554029,29.5881737,29.5310207,0.0,0.0400899000000016,-0.0306618999999983,-0.0908723000000009,0.1063881000000002,0.1194527,-0.0684970999999983,-0.0145111999999976,0.0625579999999992,-0.0667881999999977,0.0722380000000022,-0.0978685000000005,-0.0679102999999976,-0.0144178999999979,-0.0022850999999981,-0.189622400000001,-0.2059299999999986,0.0117790000000006,-0.1554502000000006,-0.2126032000000002
2026-04-27 20:17:51.020,29.7314619,29.788029,29.713673,29.6539107,29.859942,29.8626234,29.6822533,29.7233368,29.8079519,29.6798233,29.8036302,29.646842,29.6764241,29.7270119,29.7664517,29.570379,29.5479602,29.7647022,29.587288,29.5252823,0.0,0.0565671000000023,-0.0177888999999993,-0.0775511999999984,0.1284801000000008,0.131161500000001,-0.0492086,-0.0081251000000008,0.0764899999999997,-0.0516386000000004,0.0721683000000013,-0.0846198999999998,-0.0550378000000009,-0.0044499999999985,0.0349898000000017,-0.1610829000000002,-0.1835017000000007,0.0332402999999992,-0.1441738999999984,-0.2061795999999987
2026-04-27 20:18:51.020,29.7249784,29.7826085,29.7181808,29.655558,29.8507157,29.8685555,29.6843474,29.7350781,29.8076902,29.6709282,29.7987872,29.6623765,29.683224,29.7327442,29.7735736,29.5755337,29.5479478,29.7722634,29.6002199,29.5295811,0.0,0.0576300999999972,-0.0067976000000022,-0.069420400000002,0.1257372999999972,0.1435770999999981,-0.0406310000000011,0.0100996999999978,0.0827117999999984,-0.0540502000000024,0.0738087999999983,-0.0626019000000006,-0.041754400000002,0.0077657999999978,0.0485951999999976,-0.1494447000000001,-0.1770306000000019,0.0472849999999986,-0.1247585000000022,-0.1953972999999997
2026-04-27 20:19:51.020,29.7385345,29.7781012,29.7203992,29.6664117,29.8528402,29.8623425,29.6823344,29.7249938,29.8114277,29.6792012,29.8374532,29.6925764,29.6895047,29.7819462,29.7579086,29.5658747,29.5598884,29.7762476,29.5828938,29.5335648,0.0,0.0395666999999981,-0.0181353000000008,-0.0721227999999989,0.1143056999999991,0.1238080000000003,-0.0562001000000016,-0.0135407,0.0728931999999993,-0.0593332999999987,0.0989186999999987,-0.0459581,-0.0490297999999995,0.0434117,0.0193741000000002,-0.1726598000000017,-0.1786461000000017,0.0377131000000012,-0.1556406999999993,-0.2049696999999994
2026-04-27 20:20:51.020,29.7456935,29.7928447,29.7114617,29.6456863,29.8520354,29.8575961,29.6830974,29.7424279,29.8128515,29.6859712,29.8112346,29.6474404,29.6916608,29.7379366,29.7560319,29.5707498,29.570745,29.8284911,29.5997866,29.5469699,0.0,0.0471511999999982,-0.0342318000000005,-0.1000072000000003,0.1063418999999967,0.1119025999999969,-0.0625961000000003,-0.0032656000000024,0.0671579999999991,-0.0597223000000006,0.0655410999999972,-0.0982531000000008,-0.0540327000000004,-0.0077569000000004,0.0103383999999984,-0.1749437,-0.1749485000000028,0.0827975999999992,-0.1459068999999999,-0.198723600000001
2026-04-27 20:21:51.020,29.7376077,29.7746316,29.7193132,29.6967566,29.8460645,29.9167918,29.6959039,29.7254355,29.8083558,29.6843359,29.8014141,29.6478109,29.6819275,29.7301892,29.7545411,29.5689864,29.5647099,29.7788191,29.583528,29.5392056,0.0,0.0370238999999976,-0.0182945000000032,-0.0408511000000011,0.108456799999999,0.1791840999999969,-0.0417038000000005,-0.0121722000000019,0.0707480999999994,-0.0532718000000009,0.0638063999999971,-0.089796800000002,-0.0556802000000011,-0.0074184999999999,0.0169333999999992,-0.1686213000000016,-0.1728978000000012,0.0412113999999981,-0.1540797000000004,-0.1984021000000027
2026-04-27 20:22:51.020,29.7356989,29.7885794,29.7048027,29.6373045,29.843708,29.8626389,29.6885984,29.7253977,29.8114645,29.6871813,29.8160287,29.6497917,29.6809819,29.7381211,29.7625003,29.5814493,29.5519401,29.7527587,29.598919,29.5317486,0.0,0.0528805000000005,-0.0308962000000008,-0.0983944000000001,0.1080091000000003,0.1269400000000011,-0.0471004999999991,-0.0103012000000006,0.0757656000000004,-0.0485176000000002,0.0803298000000012,-0.0859071999999976,-0.0547170000000001,0.0024222000000015,0.0268014,-0.1542496,-0.1837587999999996,0.0170598000000019,-0.1367799000000005,-0.2039502999999989
2026-04-27 20:23:51.020,29.7580647,29.7786985,29.7273437,29.6594459,29.8579723,29.8538687,29.6975613,29.7250369,29.8216351,29.6779844,29.8062641,29.6417373,29.6842621,29.7739477,29.7587283,29.5865357,29.5533548,29.7571679,29.5944972,29.5406043,0.0,0.0206338000000023,-0.0307209999999997,-0.098618799999997,0.0999076000000016,0.0958040000000011,-0.0605033999999982,-0.0330277999999992,0.0635704000000032,-0.0800802999999987,0.0481994000000014,-0.1163273999999994,-0.0738025999999969,0.0158830000000023,0.0006636000000028,-0.1715289999999996,-0.2047098999999974,-0.0008967999999995,-0.1635674999999992,-0.2174604000000002
2026-04-27 20:24:51.020,29.738896,29.791716,29.7543399,29.6770081,29.8753583,29.8709941,29.7008207,29.734332,29.8140004,29.6830026,29.8182102,29.6556063,29.6933752,29.7389143,29.7684664,29.5839157,29.5567253,29.7566648,29.5874956,29.5259404,0.0,0.0528200000000005,0.015443900000001,-0.0618879000000021,0.136462299999998,0.1320981000000003,-0.0380752999999991,-0.004564000000002,0.0751044000000007,-0.0558934000000022,0.0793141999999988,-0.0832897000000016,-0.045520800000002,1.830000000069276e-05,0.0295704000000007,-0.1549803000000018,-0.1821707000000003,0.0177687999999989,-0.1514004,-0.2129556000000008
